dataset,scenario,seq_group,risk_type,horizon,horizon_year,n_known,observed_event_rate,mean_predicted_risk,median_predicted_risk,calibration_gap_mean_pred_minus_observed,ECE_quantile_bins,max_abs_bin_gap,Brier
NACC_external,no_ADAS13,all_seq_len_ge_1,raw_sigmoid,1y,1,12052,0.1418021905077995,0.1267746215559284,0.0185807303430417,-0.0150275689518711,0.0830231790574403,0.2557164853905721,0.1217252960040389
NACC_external,no_ADAS13,all_seq_len_ge_1,raw_sigmoid,2y,2,9331,0.2892508841496088,0.2029404085635166,0.0502926184064197,-0.0863104755860921,0.1238141741841488,0.1949995821451154,0.1916849617242
NACC_external,no_ADAS13,all_seq_len_ge_1,raw_sigmoid,3y,3,7614,0.4251379038613081,0.2766628493994147,0.0901490735387457,-0.1484750544618934,0.1804619066092383,0.2906783527120635,0.2413760330224282
NACC_external,no_ADAS13,all_seq_len_ge_1,raw_sigmoid,5y,5,5800,0.6425862068965518,0.4049695295927252,0.2633430060675366,-0.2376166773038265,0.2538684331247986,0.4709620899447247,0.2860599778144731
